"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Pf.1.176.0_at",0.130727190677574,8.02321157917072,1.01266843705465,0.324096535032992,0.997469446747738,-4.87967285604429
"Ag.3R.1140.1_CDS_a_at",-0.083592061446973,3.13761310540145,-1.01262720599826,0.324115722877645,0.997469446747738,-4.87970320117135
"Ag.3L.72.0_CDS_at",0.0529490846025599,2.88250502868984,1.01261540707012,0.324121213934409,0.997469446747738,-4.8797118847188
"Ag.3R.1470.0_CDS_at",0.0544341640724637,2.90162500691283,1.01257016597274,0.324142269118081,0.997469446747738,-4.87974517957448
"Ag.X.1114.0_CDS_at",0.0799831868688554,3.02362477404578,1.01250415690962,0.324172991430573,0.997469446747738,-4.87979375614622
"Pf.12.454.0_CDS_at",-0.0927958604052774,6.2834683321567,-1.01241953864695,0.324212377941739,0.997469446747738,-4.87985602334807
"Ag.3R.1175.0_CDS_at",0.0719981520543491,3.23095586752653,1.01241853993428,0.324212842823778,0.997469446747738,-4.87985675823388
"Y08164.1_s_at",0.0711789066575099,3.15541839877014,1.01238922270433,0.324226489654269,0.997469446747738,-4.87987833054077
"Pf.13_1.349.0_CDS_at",-0.0753301502737695,9.31954726783385,-1.01228830022934,0.324273470989058,0.997469446747738,-4.87995258752276
"Ag.2R.1300.0_CDS_s_at",0.0466218169505093,3.13642840771494,1.01213601901843,0.324344369868052,0.997469446747738,-4.88006462119273
"Pf.13_1.511.0_CDS_at",-0.0584722940432454,10.8303912017053,-1.01194420722578,0.324433688874358,0.997469446747738,-4.88020571678402
"Ag.2L.2106.0_CDS_at",-0.0583589713443504,3.51991767080979,-1.01175203737093,0.324523191981994,0.997469446747738,-4.88034705247708
"Ag.2L.338.0_CDS_a_at",0.070329697072637,3.06877918603136,1.01167399070969,0.324559547177006,0.997469446747738,-4.88040444701437
"Pf.12.268.0_CDS_at",-0.0499677542835253,2.67567739218078,-1.01160427497918,0.324592024135792,0.997469446747738,-4.88045571183826
"Ag.2R.1140.1_UTR_a_at",-0.0543497241316195,2.75577529346694,-1.01160050631577,0.324593779826644,0.997469446747738,-4.88045848300297
"Ag.X.654.0_CDS_at",0.0564603636382444,3.19252995823066,1.01151069595681,0.324635621366472,0.997469446747738,-4.88052451949217
"Ag.2R.2627.0_CDS_at",-0.0585765963096132,2.78175696074565,-1.01136853319164,0.324701861009114,0.997469446747738,-4.88062903967408
"Ag.X.716.0_CDS_a_at",-0.0508223549512256,2.68714882454719,-1.01122641096194,0.324768091274041,0.997469446747738,-4.88073351730018
