"","106_1_Control","106_1_CQ","106_1_76I_Control","106_1_76I_CQ","106_1_76I_352K_Control","106_1_76I_352K_CQ"
"Pf.5.21.0_CDS_at",5.3151562634211,5.23257005005878,6.79651448738406,6.58531755513273,8.11159897944017,7.68427977766426
"Pf.5.223.0_CDS_at",8.90903911520539,8.75011909479908,9.7411745860067,9.53752055610951,11.5680977403029,11.2635719550507
"Pf.2.27.0_CDS_at",5.62830526135653,5.14173720880513,7.11159164543848,7.15570432601777,8.15492062089126,7.72786317349051
"Pf.4.223.0_CDS_x_at",4.98871366642119,4.58069040668634,5.26123211183867,4.93221235663447,6.99570154962525,6.95199957288449
"Pf.5.276.0_CDS_at",4.02393691853403,3.56286612898579,5.04702698184641,4.72331461706895,6.43359109465069,6.03034857358851
"Pf.7.13.0_CDS_at",4.2795486895529,3.91488347510823,5.62488465007948,5.56768615712624,6.58263928823484,6.60623793824908
"AF441846.1_at",6.00661369543639,6.20168887111796,4.87226147023737,4.811953275673,5.92585905925915,6.55619424437018
"Pf.13_1.268.0_CDS_a_at",6.48316233589758,6.38668363966247,8.19430407738271,8.03754453427072,8.96086854329917,8.78516365927506
"Pf.12.1.0_CDS_at",10.5934096145966,10.4207650293636,12.4140134144081,12.410490237944,12.9030445215693,12.800308975862
"AY277506.1_s_at",2.66085504580331,2.81228210962564,4.39258951583836,4.24525671951425,4.94138118069679,5.20818889732432
"AF288172.1_s_at",3.93413086209187,3.77279373091646,5.29995719097672,5.29422627250411,6.04731998248441,6.34934716317495
"Pf.13_1.294.0_CDS_at",7.64855624172615,7.76184792996374,7.51405034694726,7.31702691062316,5.83574073844589,6.99994348331775
"Pf.6.40.0_CDS_at",3.56863123840838,3.65156730156667,4.22566554016304,4.06756608120041,5.23506162053778,6.01874318979274
"Pf.14.366.0_CDS_at",7.41474025601842,7.15779485274599,8.80823120626811,8.81257682033333,9.77417204655148,9.47981330687493
"AY208965.1_s_at",8.36624123840064,8.00609339748862,8.59547158128585,8.21359577960815,7.46371323710508,8.84794146177088
"Pf.14.429.0_CDS_at",4.04487758155017,3.83554327014886,4.50484008903636,3.96685510501758,5.42908872278377,6.28498222362092
"Pf.5.238.0_CDS_at",8.05860159905574,7.54057420543103,6.62466592856005,5.67259548056287,8.08176157140742,7.86742958824192
"Pf.5.31.0_CDS_at",5.40786386320811,5.39703217970924,5.14161949997404,5.1101497678856,6.54873076025526,7.41599896091903
"Pf.5.222.0_CDS_at",8.21154748706942,8.07393524459524,7.06194790265443,6.6205173591313,9.06623063210226,9.01167699360129
"Pf.9.112.0_CDS_a_at",3.4284710145886,3.19399839561416,4.48066482446732,4.28866306094,5.81340150836477,5.27973530295857
"AJ420670.1_s_at",4.48885911916388,5.02245396565426,2.72311284418678,2.67957105068891,2.92806155009772,2.83930592345873
"Pf.4.29.0_CDS_at",3.92583901104212,3.62720073306461,4.4747632103712,4.08096138785262,6.34429220891708,5.15830691706249
"Pf.12.246.0_CDS_at",4.77470259163638,4.67857584851494,5.2447778446229,5.08464880469893,6.95753230264938,6.79367749856236
"Pf.12.59.0_CDS_at",6.97449741794869,6.8017525160502,8.64435941707628,8.39043504113136,8.95637903052041,9.11321216891578
"Pf.9.5.0_CDS_a_at",10.4499584120733,10.4078430111348,11.9589926879691,11.9296356618617,12.6970785286466,12.6086444054471
"Pf.12.351.0_CDS_at",7.80503788587924,7.73884860172444,7.24633780242302,7.0085452193994,5.38509209057055,6.67369177305836
"Pf.8.84.0_CDS_at",7.53064774814126,6.8924830239661,8.58383141366797,8.69848981213578,9.43312833723203,9.15705652768592
"Pf.14.49.0_CDS_at",5.99497859564692,5.65143419750311,7.29859681552914,6.74164636794375,6.43646033907726,7.68592769401453
"Pf.6.27.0_CDS_at",2.89501494376716,2.70207674482794,4.13363059174606,3.93999006300464,4.76105761587419,4.98451254145465
"Pf.14.447.0_CDS_at",6.16807476363476,5.38601474446499,6.03075677765775,5.50599312749213,7.17141552311779,7.63138779365727
"L40603.1_s_at",6.69611272159995,6.55044130650862,7.60449337462939,6.82420007507161,8.02701933280593,8.0578083866833
"Pf.14.330.0_CDS_at",5.00526008505257,4.93007982333949,6.54247568322152,5.92367111790312,7.14791480693028,6.87151662391503
"Pf.6.318.0_CDS_x_at",6.27776199277502,5.46286772747234,6.95607566690747,7.04317803118488,7.83436506635108,7.78908192149361
"Pf.5.281.0_CDS_at",8.29131853624989,8.18669087558049,7.27944697097347,6.86556028916314,6.0136388528252,6.77583843012941
"Pf.13_1.33.0_CDS_at",6.08322928782873,6.21912175877891,7.60860280242684,7.48171371200092,7.42946688126185,8.11584486660065
"Pf.2.20.0_CDS_at",5.59382322803751,5.55495323608431,6.94476557925856,6.86694278115856,7.4493658280881,7.76144790030644
"Pf.14.385.0_CDS_at",7.74448129913082,7.50409852403491,6.7597953531977,6.51768952966678,5.31458588178132,6.10049326040381
"Pf.12.212.0_CDS_at",5.85468540856871,5.98638433374395,7.4493649507669,7.31282509864976,7.92531638074993,7.78698028957229
"AF465506.1_s_at",4.96672322234866,5.48965374025913,3.99261668539398,3.71985770912651,4.34860213387568,4.74264538642604
"AY277506.1_RC_at",8.64296308465017,8.41462965007115,10.063226352921,9.92650833008981,10.607766177097,10.4122145700101
"Pf.9.228.0_CDS_at",2.91687738730095,2.80434120312964,3.44293259126916,3.5053198201459,4.90709044056729,4.81674870197704
"Pf.10.53.0_CDS_at",3.22377202651165,3.18092006568182,4.57035738602402,4.47011516932753,5.30677498844806,5.19662200213204
"Pf.6.207.0_CDS_at",5.77597883543198,5.17185001007061,6.2959192511802,6.01760726146079,7.49100254462987,7.40043514803443
"AF480451.1_s_at",8.28241840145839,7.99016920880824,9.72634562017561,9.47429871070045,9.98438311088641,10.1125812361338
"Pf.5.119.0_CDS_at",5.03631374393013,5.36004321472168,5.846643911962,5.8447049997651,5.83281464788171,6.60051260716559
"Pf.12.402.0_CDS_at",5.95023842904898,5.70321268374181,4.15404428801147,3.88384768975102,4.5014069423113,5.01116338283923
"Pf.14.387.0_CDS_at",3.30205604773382,3.38585524824384,3.84061657145846,3.6544995583366,5.41438624554074,4.98619251167815
"Pf.8.54.0_CDS_at",7.79995305256137,7.81416668194502,9.02516829844794,8.76868146294354,10.0589737233678,9.5919378153429
"Pf.13_1.586.0_CDS_at",7.55795526325253,7.4593059838483,7.7956016951932,7.56893940226329,9.55669894383291,9.05476459193336
"Pf.9.472.0_at",9.38083182142718,9.3545346486194,10.9483367400579,10.8203398749073,11.2607801801975,11.2212126480474
"Pf.1.148.0_CDS_at",8.81342163570321,8.77029182975164,8.02711705304157,7.67749620857333,6.62547937298355,7.43764575705984
"Pf.8.155.0_CDS_at",7.46801072490502,7.4627392811491,9.15168469334707,9.05640562032401,8.90614633890521,9.30715978400513
"Pf.2.1.0_CDS_a_at",11.2469898627569,11.1483994090216,12.8276798923446,12.7596981605945,13.1284568382865,13.029573994886
"Pf.5.8.0_CDS_at",9.60895677416568,9.34829661193052,10.6491946725203,10.661540222124,11.6355501891661,11.3007897609065
"AF465497.1_s_at",4.90969102980464,5.2849654042962,3.80633116306931,3.64784288956225,4.25265113984707,4.65360891982903
"Pf.10.12.0_CDS_at",7.10445015728027,7.09544069284869,8.30969291407479,8.32151939461259,9.03519109907078,8.86583797363986
"Pf.11.158.0_CDS_at",9.07756553296277,9.09780329210659,8.37276409238183,8.46784570662803,6.9432438858188,8.07759293233021
"Pf.11.137.0_CDS_x_at",3.42171394665096,3.36327619468672,4.16983063048771,4.09156304680439,5.46240451975232,4.98894273096167
"Pf.13_1.406.0_CDS_at",7.35290531436423,7.41612805772534,6.12712367703244,6.0006363178633,5.50695592444665,5.56377175209723
"K03509.1_RC_x_at",4.11231311024425,4.02207090350373,3.5829682068062,3.48849532793724,5.30659462397697,5.23479287474573
"Pf.7.166.0_CDS_at",7.85749630036459,7.89413163175124,7.40917333223507,7.03822126867368,9.21317697695973,8.95477048681014
"Pf.12.236.0_CDS_a_at",3.09602225250839,3.23239604077255,3.73940065424985,3.75941151371042,5.11325453523414,4.35279531754175
"Pf.12.426.0_CDS_at",7.95444366446844,7.65478989374984,7.34914462198367,7.04522089540894,6.01736017397111,6.79923704318719
"Pf.5.295.0_CDS_at",8.47230263559278,8.28655623258062,9.45676532183533,9.32090663523583,10.4052217025003,10.2114888685844
"Pf.3.131.0_CDS_at",8.08028667740377,8.08896734863321,9.27861765653005,9.14217756116238,10.108902736669,9.84765766390911
"Pf.14.249.0_CDS_at",4.48508110852587,4.36835147965791,5.35729876143174,5.31349353981312,6.50370139968796,5.89306690732908
"Pf.6.235.0_CDS_at",5.75033617524972,5.40062684032945,4.61250227870403,4.49036115154926,3.69001622094566,4.02947389431043
"Pf.11.137.0_CDS_at",3.42254984917631,3.32120528930665,4.06711343591381,3.55986051468682,5.24372177225529,4.78171903184131
"Pf.13_1.344.0_CDS_at",5.12248151827665,4.94822435810439,4.98805278348322,4.54407650064419,5.09295819795643,6.05394917670621
"Pf.14.534.0_CDS_at",8.24621529469417,8.17500867638231,7.44371049865558,7.16538213169011,6.23047752880681,6.90977041374753
"Pf.12.328.0_CDS_at",5.93971361414452,5.95070431656103,6.77557601771938,6.86153550320613,7.9102824700783,7.61869193351254
"Pf.8.199.0_CDS_at",7.11060899163203,7.18360266519952,6.5732636818651,6.03291561728374,5.34279649606024,6.09715985411621
"Pf.7.335.0_at",3.15527934502966,2.86135094147681,3.7105911726604,3.73634055893691,4.38048027661972,4.80878591697817
"Pf.9.188.0_CDS_s_at",2.72033022476131,2.79194936834174,3.45788775787482,3.37994882575262,4.27750681290823,4.46820674377018
"Pf.7.56.0_CDS_at",7.65279567566235,7.06020527893125,8.31781223735122,7.94135391664255,9.29149599254787,8.88194994936483
"Pf.4.6.0_CDS_at",8.18181443626405,8.06714581120234,9.36731966922296,9.2552814629054,10.04071538124,9.89474163106254
"Pf.11.38.0_CDS_at",8.71980777801883,9.25633821010455,9.41902858313311,9.12421376823762,8.61334117220428,9.18509140182771
"Pf.2.240.0_at",6.04970731385252,5.79930688518601,6.94459857083884,7.13619436328231,7.0648868031796,7.33945573634266
"Pf.5.245.0_CDS_at",9.18110017304349,8.82850892998601,8.66104823340595,7.95537006708268,10.1072322307927,9.81022435149508
"Pf.8.247.0_CDS_at",6.98034878736334,7.04062529475376,6.06202684431269,5.97640140543627,4.99236231254968,5.57323997322885
"Pf.2.70.0_CDS_at",5.00325392782754,4.90207682719724,3.81054672264695,3.7730731313234,3.33993263111769,3.40371100279312
"Pf.5.142.0_CDS_at",7.87353555155595,7.7797942235032,8.50187856709623,8.29339465867974,9.82091037271997,9.40771790183497
"X02406.1_RC_s_at",10.8774906755988,10.8262417814441,12.3548976854398,12.2748020475371,12.4543543323902,12.4923803635912
"Pf.8.101.0_CDS_at",8.67287810779839,8.32803643215126,9.18150605868042,8.98570239709535,10.3737900529063,10.048794267238
"Pf.3.188.0_CDS_at",5.32483942582331,5.48471483124055,4.32825597650961,4.30772419166077,3.81042760788161,4.22767967110122
"Pf.12.261.0_CDS_at",8.9517718594381,8.89691440036563,10.2890337554168,10.1580943090936,10.6676086891133,10.6178996990752
"Pf.1.128.0_CDS_at",6.57593560595991,6.53376757192372,7.42498381501554,7.29417763072943,8.50283931762836,8.10046256524245
"Pf.14.282.0_CDS_at",4.11033941602853,3.64044498323361,4.61252548232041,4.55999075450253,4.85286953617696,5.4987065613226
"Pf.8.290.0_CDS_at",6.6531167842399,6.60163639094628,7.62528401005632,7.67603854807073,8.52072586429154,8.24850771837729
"Pf.10.22.0_CDS_at",6.42843482639145,6.24015728784893,5.98771827770563,5.71523832914022,4.45682658566053,5.15320386923267
"Pf.8.10.0_CDS_at",7.14523376018556,6.80695946144024,8.13445702031931,7.92032811668135,8.63473513986398,8.74817167125175
"211696_x_at",10.652165877203,10.6598936643284,12.30470656999,12.3554671095884,11.6669534400431,11.0934781991505
"Pf.7.64.0_CDS_a_at",5.18613003265855,5.51093490137008,3.84053360362826,3.73872220243307,4.00592315106394,3.96438246912236
"Pf.5.43.0_CDS_at",6.71562646189389,6.05621512410769,7.69690193254449,7.56553045749719,6.9737433834922,7.80027359720587
"Pf.11.210.0_CDS_at",4.07855378586077,4.57163075268082,5.1124893220383,4.82605517260942,5.31809239552057,5.81497722979147
"AF145237.1_RC_at",2.90317102263446,2.65838916016791,3.73015764748033,3.41517474392132,4.25501177326904,4.54730772989387
"Pf.8.46.0_CDS_at",7.88729484770719,7.86213750648594,7.95488546182453,8.04207354843416,9.67992311617524,9.11213006221418
"Pf.11.445.0_CDS_at",6.7635536786893,6.49119623022186,7.6004278204845,7.43574198239808,8.38242046588235,8.33941062372287
"Pf.9.63.0_CDS_at",8.03365411478995,8.17764452914789,7.71403135376987,7.65883094060011,6.31085993332905,7.05888803507007
"209116_x_at",10.5618387088437,10.5194979269074,12.1797481867696,12.1446972725726,11.4937826818148,10.930030642106
"Pf.4.215.0_CDS_at",4.92673249632776,5.13439231850918,4.11352040002158,3.65057656120279,5.03369109871607,5.25213043195706
"Pf.13_1.445.0_CDS_at",6.71424674646562,6.36946228496046,7.07859099059121,6.67060215930682,8.07408220681252,7.95709395410867
"Pf.1.157.0_at",6.28197631953235,6.05174559079347,7.09427237324313,6.84465122063886,7.92426778025734,7.75807022882481
"AF465507.1_s_at",5.0743385769262,4.86901613863452,3.85767462303252,3.71602165572328,4.18290655559718,4.36411928001327
"Pf.1.60.0_CDS_at",9.31347802552884,9.58388769610138,9.08673432340663,9.16448948152059,7.67895533493089,8.5692254057981
"Pf.5.38.0_CDS_at",7.7775394850116,7.17664615473157,7.75754007536947,7.3231638803769,8.79024885373945,8.76277705670374
"Pf.5.108.0_CDS_at",8.60458881110329,8.49679153333536,9.5567203996977,9.43170132653959,10.4041766726894,10.1088698059462
"AF465509.1_s_at",4.89072310714875,4.70136427060996,3.80499463483105,3.73543466940023,3.866134498573,4.55833207764913
"Pf.1.94.0_CDS_at",8.49348755501535,8.3882690392118,8.17676661781506,7.69357819840239,9.63026838458478,9.37883927680429
"Pf.8.292.0_CDS_at",3.54657323640045,3.24245041224265,4.33580304755544,4.18727751160175,5.22186778432294,4.82366677029579
"Pf.6.15.0_CDS_at",4.55893990716202,4.61039601371295,5.60009859602477,5.63948302683193,5.98724354705404,6.36694469376813
"214414_x_at",11.3046332104071,11.1382363928749,12.9093567661564,12.8785071184036,11.9790267996044,11.7194546135514
"Pf.1.11.0_CDS_at",3.03840032088593,2.50198873607014,3.49668202645468,3.40196921742061,4.42599737182085,4.24324861941886
"Pf.14.448.0_CDS_at",4.73753272919663,4.67649553599644,3.98318211913616,3.86747376792142,3.10314702786315,3.17157768553111
"Pf.10.83.0_CDS_at",4.22297319299826,4.10828915033348,3.79768064747176,3.82052853501262,5.68355394377314,4.81868863677511
"Pf.1.131.0_CDS_at",2.74530849264911,2.75159817277959,3.36581840574417,3.35497263763565,3.7490314782806,4.36189473466071
"204018_x_at",10.6327354245956,10.6347606654387,12.1755389310726,12.3142458327982,11.2680579187242,10.9619258371681
"Pf.12.271.0_CDS_at",6.52396438715456,6.67195613363201,7.27104029926668,7.09741475714834,8.2246493115991,8.21183426912957
"AF441847.1_s_at",9.7414316251617,9.79702745204984,8.71260818280268,8.68277390411019,8.57815200379264,9.15348976375504
"Pf.9.250.0_CDS_at",8.22454955428605,8.055636884024,8.81466850235524,8.68651941293946,9.92242362223357,9.57075061440975
"Pf.11.146.0_CDS_at",7.71882344585075,7.68556365979885,8.30862008531162,8.29236727660226,9.49084102702025,9.09397798755579
"209458_x_at",10.7916371486542,10.6556834266345,12.3184963172846,12.3438054219607,11.3298208530186,11.1320153536338
"211699_x_at",10.6575784240693,10.4910341393092,12.1508614226741,12.1820356187991,11.2096640232599,10.9430135814623
"Pf.4.44.0_CDS_at",6.9841175315752,6.74695419323536,5.70396481133848,5.56816875747239,5.6713005989673,6.2222486466304
"Pf.14.224.0_CDS_x_at",6.78448172391132,6.71256089684324,7.62948336248402,7.43012789278502,8.46464465981298,8.28509172272028
"Pf.14.321.1_CDS_a_at",6.24299985732753,6.4096271307294,5.89502506715169,5.49508014915466,7.40446338346776,6.90691634373832
"213515_x_at",3.46939425284766,3.62263465733872,4.97252169207666,5.05504485216193,4.11947667465854,3.76640825784572
"Pf.7.39.0_CDS_at",5.93565314192374,5.85552573344841,6.81385999841374,6.8600279609036,6.82028109108736,7.53586778349945
"Pf.7.252.0_CDS_s_at",3.00133329864951,2.82647164578999,3.46907823686675,3.29828684765661,4.17664238355539,4.45710903712669
"211745_x_at",11.1807388902692,10.9877810159441,12.6768948681547,12.6541525967611,11.7046037048109,11.4655658311107
"Pfa3D7_hrpIII_at",5.25656020112232,5.27288431251057,3.80595056096848,3.7250145922993,4.894393349345,4.88069095021256
"Pf.10.128.0_CDS_at",2.84960972093137,2.98814420010086,3.42092745351978,3.48941889405864,4.70223321342237,4.07097399768034
"Pf.10.333.0_CDS_at",8.45262418850204,8.40879998761673,7.42414064936592,6.67847796347608,8.28068530717734,7.82774077125144
"Pf.14.416.0_CDS_at",5.73954158480354,5.96973822144558,6.21484608172398,6.12302219570339,7.45538640998342,7.28162357655065
"Pf.6.101.1_a_at",8.825681091884,8.74996941807885,9.59272412233491,9.40557475309908,10.4012963788264,10.2339798143372
"Pf.13_1.645.0_CDS_at",4.62101915093794,4.76891534476181,4.3518542098554,4.19761906987196,2.80074142261589,3.9794640359778
"Pf.10.17.0_CDS_at",6.55315924328175,6.60211851637463,7.28796048873747,7.44067721460807,8.36422367103771,7.86988657757526
"Pf.5.246.0_CDS_x_at",13.1581508760145,13.0600605466135,13.0496541029019,12.1871487126398,13.1306291200203,13.4303125335807
"32052_at",11.4138744355827,11.3430385743397,12.9655218499183,12.9002451213491,12.5190592893017,12.1216557747715
"Pf.9.264.0_CDS_at",5.68296663228001,5.48519201815564,5.61208420751256,5.33960844719852,6.79858265097338,6.97306344624232
"Pf.8.80.0_CDS_at",6.65865518917452,6.47284084080378,7.56521388678082,7.31816811149007,7.98201798750894,8.09205968236511
"AFFX-r2-Bs-thr-M_s_at",8.50506523632009,8.44836137210407,7.77800653932938,7.20545105606513,8.43801624193396,8.3970957227359
"Pf.11.429.0_CDS_at",3.58973505264457,3.72369815755824,4.31544759670685,3.88716590276186,5.13071892930002,4.87616179160449
"Pf.5.236.0_CDS_at",4.83197109730497,4.89859823945344,3.96290803949876,3.74295270430654,5.32734623098685,5.29878541701725
"Pf.7.216.0_CDS_at",5.35641256294178,5.44440101229556,5.03590718937988,5.028971840772,3.78441654894166,4.55587174643493
"Pf.11.21.0_UTR_x_at",5.19095586425732,5.12688688945509,5.75629012380615,5.35108005330307,6.51843480009658,6.57086268613308
"Pf.14.468.0_CDS_at",7.34363835517566,7.05611247052877,6.59086320889575,5.91275912525047,7.05495884608749,7.20794188675513
"AF441846.1_s_at",9.60233446049315,9.75607761718449,8.64096316239313,8.60833679887873,8.55838915427419,9.07414922705343
"Pf.13_1.190.0_CDS_at",7.95673669382701,7.85418139654405,8.81365561651896,8.6237410178835,9.45330746244612,9.45042486761672
"Pf.4.4.0_CDS_at",8.07643359103794,7.99371207987522,7.81959598885426,7.73596206565236,9.51354851411704,8.83666790439501
"Pf.13_1.237.0_CDS_at",7.74454273141033,7.78818132552156,8.44902665136092,8.3984335970488,9.45900017265269,9.20725155154398
"Pf.10.350.0_CDS_at",3.21577522614722,3.05969320895197,4.28040106044816,4.0311911387806,4.21900608847043,4.66183805778861
"Pf.10.198.0_CDS_at",9.42269770003319,9.19917354374664,8.69685503183323,8.20945545078147,9.6207677656768,9.65682112639395
"AJ290931.1_RC_s_at",7.70466838587996,7.6701906441418,7.06260807445425,6.35679929785056,6.56185991978448,6.88181846210455
"AF411601.1_RC_at",3.95456251792072,3.85892796524557,3.17790143516624,3.13563382959173,2.97523866664115,4.00400290333532
"Pf.7.182.0_CDS_at",4.86441262732501,4.89764109484892,3.72782848921326,3.56608246798635,3.43024283902471,3.99548288027935
"Pf.13_1.457.0_CDS_at",8.73821347591614,8.63375042136046,8.11407679241052,7.90384550358162,7.14317123892712,7.9539454753273
"Pf.10.187.0_CDS_at",2.6710906976222,2.86347827985094,3.5319179906372,3.36936605708142,4.28722440764169,4.21557705196705
"Pf.13_1.8.0_CDS_at",10.2545745645598,10.1409623230837,11.1243331730618,11.0463428131169,11.8961508462914,11.6069150121668
"Pf.7.255.0_CDS_x_at",4.40042702255816,4.21782574099802,4.73466984184622,4.78320884331287,5.70308799447658,5.46655218707452
"Pf.1.9.0_CDS_at",8.72790130826942,8.76016682486932,8.52501973826654,8.31354938909513,7.13166487120364,8.03266867449124
"Pf.7.220.0_CDS_at",9.4769019996894,9.44718642699539,8.36163010000753,8.21486945656043,7.86439804700208,8.17861557343606
"AF465510.1_s_at",4.31826388153584,4.65989168590925,3.59853864940332,3.41187017125158,3.98952889098172,4.23479327492386
"Pf.7.20.0_CDS_at",3.37266682267168,3.13256729627983,3.85053058609695,3.89761838308433,4.52546833734302,4.05902258116948
"Pf.12.293.0_CDS_at",6.11830392970017,6.12025429005886,5.35923942560841,5.35945164841204,4.50397971289293,5.11526678407557
"Pf.12.133.0_CDS_at",3.26388219206266,3.13435242450559,3.91248701125468,3.56545604059448,4.48600299056175,4.64993072279909
"Pf.6.316.0_CDS_at",7.10419654242735,7.24844625815799,6.68297190718006,6.87352394581216,5.62870531639435,6.51235761292215
"Pf.10.269.0_CDS_at",8.48974147448598,8.33610562734462,7.89492172153347,7.79294410185349,6.79352540195949,7.76709844368983
"Pf.8.147.0_CDS_at",3.72753435216795,3.67477439039286,4.37712800127421,3.94765826074291,5.06763404205948,5.09799860059721
"Pf.13_1.154.0_CDS_at",6.58424441958916,6.22494252930512,7.29296270220822,7.21381798493176,7.62641729595389,8.00713410661578
"Pf.11.411.0_CDS_at",7.99667251257884,8.00284274272001,7.86435443978613,7.7989057656237,6.45866844103957,7.21929892294359
"Pf.13_1.644.0_CDS_at",9.78304280280289,9.76201751034844,8.85367015277277,8.48914383150163,8.58098490130943,8.98170810958383
"Pf.1.137.0_CDS_at",6.34885902342416,6.18128164966269,6.1679013678248,5.48157864919223,6.45390850461264,6.889790870304
"Pf.6.269.0_CDS_at",6.56998962427451,6.70503881436796,7.34773154830564,7.1470493906339,8.24134749110028,8.00781726098184
"Pf.11.61.0_CDS_at",7.82396924772856,7.7980809323907,8.681598354782,8.46612920704276,9.31099938825156,9.28117121282108
"Pf.3.79.0_CDS_at",3.40360351781314,3.20898709415616,3.83888865018927,3.56627655594514,4.7305483055969,4.44732117026877
"AF441846.1_RC_at",4.88157173908063,5.07351647957767,4.05145082149405,4.10112653266965,3.9284822599504,4.51151729869155
"Pf.11.482.0_CDS_at",8.96663697865396,9.0215992706412,8.37454331597151,8.39396342032357,7.35141959697253,8.07376044410029
"Pf.12.183.0_CDS_at",3.52528181605414,3.18377292918626,4.06278704327004,4.04280707400687,4.59689415800058,4.90669504970253
"Pf.13_1.593.0_CDS_at",8.32248808859275,8.0798806031212,8.44955395443773,8.17644327629997,9.56431808444922,9.32009899021342
"Pf.5.47.0_CDS_at",7.57014709883112,7.35499223192095,8.60665212459227,8.38026804714517,8.71958388852501,8.91199355075628
"Pf.5.161.0_CDS_at",7.14522403759026,7.02231383308358,6.12317976928386,5.9085424844236,7.06373818327267,7.36679363536539
"Pf.14.148.0_CDS_at",8.37744884579102,8.29701739670544,8.5154456961828,8.4413056259517,7.26773259357885,8.32147433358691
"Pf.12.320.0_CDS_at",9.36260122143064,9.42547817276376,8.35643054231215,8.7224958588177,7.93156291979598,8.34130975159791
"Pf.5.129.0_CDS_at",6.20821443452547,6.23061962443348,5.87045268525348,5.54300038973094,7.06241565205839,6.73703791643676
"Pf.3.77.0_CDS_at",4.30962733442417,4.32497128145626,4.49565215855964,4.35850620821895,5.35538249201206,5.7134624267005
"Pf.9.17.0_CDS_at",7.65473735161441,7.59940949147643,7.77489543496578,7.6575659749569,6.9160388948416,7.86001866827001
"Pf.1.15.0_CDS_at",7.94841899280724,7.94160246943358,8.74129367802797,8.64210704085567,9.38716810402609,9.45144151104362
"Pf.6.328.0_at",8.58304931148348,8.80136765796237,8.79870777663234,8.58894155225871,7.51881466581724,8.0857039992389
"Pf.6.310.0_CDS_a_at",5.39846628023593,5.54563524218442,6.3358095814508,5.99521650246993,6.76520654544581,6.97547870447438
"Pf.8.221.0_CDS_at",11.0086105706287,10.9976059942838,10.4646515965175,9.71098456844187,11.4040116735419,11.0814458908347
"Pf.12.307.0_CDS_at",7.8652610068125,7.70300540106662,7.56370739077771,7.52685637968436,6.24903259134744,7.35029762062876
"Pf.5.1.0_CDS_s_at",11.0249914775774,10.9590118452077,10.4671366376588,9.8391487933427,11.4042011002955,11.2235014057887
"Pf.13_1.796.0_at",5.9417103510231,6.23795825381745,6.77180837679602,6.49531744889588,6.43340519628691,7.28187837371308
"Pf.8.49.0_CDS_at",7.83973932637226,7.71920753050018,8.53183217689657,8.49658817793839,8.66267957446812,9.03754570991839
"Pf.12.326.0_CDS_at",9.10899804657749,9.02552134622281,8.06728126367121,7.6695628341478,8.84712011183531,8.93237134897225
"Pf.10.382.0_CDS_at",6.74872858299912,6.64353232808923,7.63154489472144,7.66753427780746,8.20090918318654,8.03280434479471
"Pf.6.1.0_CDS_at",7.85392300881453,7.63459555006851,8.37254858260329,8.22701814637207,9.25333172285234,8.96104182053
"Pf.14.224.0_CDS_at",3.46243888616759,3.18239076798637,3.75279746748185,3.57952399339044,4.79489275850178,4.46939387947504
"Pf.8.71.0_CDS_at",6.09254840990003,5.85161137005142,6.62630578292718,6.71370478812331,6.24245841093116,7.02945165911187
"Pf.4.40.0_CDS_at",6.12892063563582,6.21749067599522,5.69996668912027,5.59033719236248,4.63544863176618,5.33450185764259
"Pf.8.235.0_CDS_at",4.86026844695826,4.64969842884745,5.19039119766934,4.97099955028829,6.28683718259915,5.77664088324245
"Pf.10.174.0_CDS_at",3.50565885865059,3.36886492517863,3.7904942948566,3.75831088806066,4.72530915105417,4.20239142322873
"Pf.6.34.0_CDS_at",7.26078940152146,7.09981100238952,8.16732548393892,8.09362340802987,8.08460047950872,8.60217640748968
"Pf.10.366.0_CDS_at",5.31394712454418,5.27282377486031,5.95766983873176,5.720246619695,6.66383073921814,6.63278362152461
"Pf.5.230.0_CDS_at",8.08363536882643,8.19368338541569,7.40058973859765,7.41224713596252,6.59547759388616,6.96241297623109
"Pf.7.1.0_CDS_x_at",13.2482491884628,13.1725530130701,13.171650744206,12.405261564633,13.2690216306694,13.5031238409706
"Pf.11.68.0_CDS_at",6.86489785491529,6.61430613866471,7.96902063395527,7.89569069289619,7.56516691610284,7.98214518106336
"Pf.12.337.0_CDS_at",5.55469285609944,5.4122958859901,5.11337300703627,5.06149411587855,3.96562863996738,4.85819518562709
"Pf.14.757.0_CDS_at",7.33781558136965,7.33509373060423,6.30872731074337,5.93116842222918,6.39837286672153,6.73053610180631
"AF465508.1_s_at",4.62374502696645,4.60910482501696,3.76411959206737,3.68753129723783,3.97835184955943,4.10053042032696
"Pf.1.101.0_CDS_at",6.80635578450267,6.85260782571608,6.00450272635494,5.68923531365284,5.47748307976297,5.89749453754191
"204848_x_at",3.57020116544782,3.50061546763742,4.94673049941155,4.68351496739473,3.73944915088661,3.77913191028575
"Pf.8.23.0_CDS_at",6.56038618012032,6.42901960905657,6.89324019344815,6.90521693909819,7.99935225233436,7.79253568491991
"AFFX-r2-Bs-dap-M_at",8.91870969950805,8.85567334276426,8.41455157462016,7.91312062616975,9.00516582956796,9.13184009705182
"Pf.10.330.0_CDS_at",5.56832215020845,5.54094057485267,5.70284780217518,5.63211145896815,6.95963950591805,6.4666749297209
